date,airline,flight_no,dep_time,bucket,capacity,booked,seats_available,distance_km,month
2025-05-09,GOL,GO8417,18:05:00,16:00-20:00,174,142,32,360,2025-05
2025-05-09,GOL,GO3597,18:50:00,16:00-20:00,144,110,34,360,2025-05
2025-05-09,GOL,GO5169,23:45:00,20:00-06:00,186,172,14,360,2025-05
2025-05-09,Azul,AZ6354,06:00:00,06:00-10:00,144,136,8,360,2025-05
2025-05-09,Azul,AZ8615,08:25:00,06:00-10:00,136,107,29,360,2025-05
2025-05-09,Azul,AZ1361,10:45:00,10:00-12:00,174,133,41,360,2025-05
2025-05-09,Azul,AZ3635,11:20:00,10:00-12:00,136,97,39,360,2025-05
2025-05-09,Azul,AZ1209,16:35:00,16:00-20:00,162,138,24,360,2025-05
2025-05-09,Azul,AZ6979,16:25:00,16:00-20:00,136,128,8,360,2025-05
2025-05-10,LATAM,LA2449,08:25:00,06:00-10:00,186,145,41,360,2025-05
2025-05-10,LATAM,LA7953,08:05:00,06:00-10:00,186,148,38,360,2025-05
2025-05-10,LATAM,LA1342,08:05:00,06:00-10:00,174,155,19,360,2025-05
2025-05-10,LATAM,LA6579,08:25:00,06:00-10:00,174,127,47,360,2025-05
2025-05-10,LATAM,LA8204,11:45:00,10:00-12:00,162,119,43,360,2025-05
2025-05-10,LATAM,LA3704,13:05:00,12:00-16:00,174,159,15,360,2025-05
2025-05-10,LATAM,LA6726,15:45:00,12:00-16:00,174,135,39,360,2025-05
2025-05-10,LATAM,LA4024,15:50:00,12:00-16:00,144,96,48,360,2025-05
2025-05-10,LATAM,LA2712,19:15:00,16:00-20:00,136,125,11,360,2025-05
2025-05-10,LATAM,LA6482,18:45:00,16:00-20:00,144,123,21,360,2025-05
2025-05-10,GOL,GO5506,06:10:00,06:00-10:00,186,146,40,360,2025-05
2025-05-10,GOL,GO1866,11:35:00,10:00-12:00,162,121,41,360,2025-05
2025-05-10,GOL,GO5292,10:15:00,10:00-12:00,136,111,25,360,2025-05
2025-05-10,GOL,GO7997,13:30:00,12:00-16:00,186,148,38,360,2025-05
2025-05-10,GOL,GO2605,12:30:00,12:00-16:00,162,141,21,360,2025-05
2025-05-10,GOL,GO2632,16:40:00,16:00-20:00,144,102,42,360,2025-05
2025-05-10,GOL,GO7697,18:55:00,16:00-20:00,136,111,25,360,2025-05
2025-05-10,GOL,GO1880,16:10:00,16:00-20:00,162,116,46,360,2025-05
2025-05-10,GOL,GO1182,17:35:00,16:00-20:00,186,152,34,360,2025-05
2025-05-10,Azul,AZ4135,06:50:00,06:00-10:00,162,131,31,360,2025-05
2025-05-10,Azul,AZ1068,14:05:00,12:00-16:00,186,123,63,360,2025-05
2025-05-10,Azul,AZ2471,17:15:00,16:00-20:00,144,130,14,360,2025-05
2025-05-10,Azul,AZ9795,17:55:00,16:00-20:00,186,170,16,360,2025-05
2025-05-10,Azul,AZ4008,23:00:00,20:00-06:00,162,121,41,360,2025-05
2025-05-10,Azul,AZ8738,04:40:00,20:00-06:00,186,121,65,360,2025-05
2025-05-11,LATAM,LA5220,09:05:00,06:00-10:00,144,128,16,360,2025-05
2025-05-11,LATAM,LA3697,09:40:00,06:00-10:00,144,100,44,360,2025-05
2025-05-11,LATAM,LA6078,06:25:00,06:00-10:00,186,164,22,360,2025-05
2025-05-11,LATAM,LA7206,10:20:00,10:00-12:00,162,112,50,360,2025-05
2025-05-11,LATAM,LA5918,10:30:00,10:00-12:00,186,164,22,360,2025-05
2025-05-11,LATAM,LA6516,15:45:00,12:00-16:00,186,129,57,360,2025-05
2025-05-11,LATAM,LA6290,18:35:00,16:00-20:00,136,119,17,360,2025-05
2025-05-11,LATAM,LA9403,16:15:00,16:00-20:00,186,150,36,360,2025-05
2025-05-11,LATAM,LA9154,21:15:00,20:00-06:00,136,104,32,360,2025-05
2025-05-11,LATAM,LA5123,20:00:00,20:00-06:00,144,132,12,360,2025-05
2025-05-11,GOL,GO6285,09:05:00,06:00-10:00,162,105,57,360,2025-05
2025-05-11,GOL,GO4593,06:40:00,06:00-10:00,144,126,18,360,2025-05
2025-05-11,GOL,GO7188,06:10:00,06:00-10:00,144,103,41,360,2025-05
2025-05-11,GOL,GO3042,11:55:00,10:00-12:00,174,134,40,360,2025-05
2025-05-11,GOL,GO2604,13:30:00,12:00-16:00,144,118,26,360,2025-05
2025-05-11,GOL,GO7356,17:45:00,16:00-20:00,174,159,15,360,2025-05
2025-05-11,GOL,GO5219,18:45:00,16:00-20:00,186,147,39,360,2025-05
2025-05-11,GOL,GO9799,22:15:00,20:00-06:00,162,107,55,360,2025-05
2025-05-11,GOL,GO9508,20:35:00,20:00-06:00,174,140,34,360,2025-05
2025-05-11,Azul,AZ6687,07:15:00,06:00-10:00,136,95,41,360,2025-05
2025-05-11,Azul,AZ1864,07:40:00,06:00-10:00,144,100,44,360,2025-05
2025-05-11,Azul,AZ9008,12:10:00,12:00-16:00,136,98,38,360,2025-05
2025-05-11,Azul,AZ2432,12:20:00,12:00-16:00,144,127,17,360,2025-05
2025-05-11,Azul,AZ9969,18:40:00,16:00-20:00,136,117,19,360,2025-05
2025-05-11,Azul,AZ6119,20:50:00,20:00-06:00,136,98,38,360,2025-05
2025-05-12,LATAM,LA6000,07:40:00,06:00-10:00,136,94,42,360,2025-05
2025-05-12,LATAM,LA9926,13:50:00,12:00-16:00,136,98,38,360,2025-05
2025-05-12,LATAM,LA3946,14:30:00,12:00-16:00,144,128,16,360,2025-05
2025-05-12,LATAM,LA2036,15:05:00,12:00-16:00,162,151,11,360,2025-05
2025-05-12,LATAM,LA1467,14:30:00,12:00-16:00,174,132,42,360,2025-05
2025-05-12,LATAM,LA3278,15:30:00,12:00-16:00,144,131,13,360,2025-05
2025-05-12,LATAM,LA8632,14:10:00,12:00-16:00,162,106,56,360,2025-05
2025-05-12,LATAM,LA1525,18:15:00,16:00-20:00,144,106,38,360,2025-05
2025-05-12,LATAM,LA5359,18:05:00,16:00-20:00,144,112,32,360,2025-05
2025-05-12,LATAM,LA5302,20:05:00,20:00-06:00,136,114,22,360,2025-05
2025-05-12,GOL,GO1371,15:20:00,12:00-16:00,186,153,33,360,2025-05
2025-05-12,GOL,GO1363,13:05:00,12:00-16:00,162,116,46,360,2025-05
2025-05-12,GOL,GO4417,16:15:00,16:00-20:00,136,106,30,360,2025-05
2025-05-12,GOL,GO1382,16:35:00,16:00-20:00,174,113,61,360,2025-05
2025-05-12,GOL,GO4140,17:40:00,16:00-20:00,144,125,19,360,2025-05
2025-05-12,GOL,GO7539,17:45:00,16:00-20:00,174,126,48,360,2025-05
2025-05-12,GOL,GO9198,18:10:00,16:00-20:00,174,159,15,360,2025-05
2025-05-12,GOL,GO2067,18:25:00,16:00-20:00,174,124,50,360,2025-05
2025-05-12,GOL,GO1465,23:55:00,20:00-06:00,186,149,37,360,2025-05
2025-05-12,Azul,AZ3103,08:00:00,06:00-10:00,136,126,10,360,2025-05
2025-05-12,Azul,AZ1963,06:15:00,06:00-10:00,144,131,13,360,2025-05
2025-05-12,Azul,AZ3780,14:30:00,12:00-16:00,144,128,16,360,2025-05
2025-05-12,Azul,AZ7059,12:25:00,12:00-16:00,174,164,10,360,2025-05
2025-05-12,Azul,AZ2073,19:30:00,16:00-20:00,162,124,38,360,2025-05
2025-05-12,Azul,AZ3593,23:50:00,20:00-06:00,186,150,36,360,2025-05
2025-05-13,LATAM,LA8472,10:35:00,10:00-12:00,186,128,58,360,2025-05
2025-05-13,LATAM,LA5454,10:15:00,10:00-12:00,144,115,29,360,2025-05
2025-05-13,LATAM,LA1530,11:40:00,10:00-12:00,162,109,53,360,2025-05
2025-05-13,LATAM,LA7547,13:40:00,12:00-16:00,136,124,12,360,2025-05
2025-05-13,LATAM,LA5327,13:40:00,12:00-16:00,144,113,31,360,2025-05
2025-05-13,LATAM,LA7584,14:00:00,12:00-16:00,136,92,44,360,2025-05
2025-05-13,LATAM,LA9224,18:05:00,16:00-20:00,174,154,20,360,2025-05
2025-05-13,LATAM,LA2713,17:55:00,16:00-20:00,186,165,21,360,2025-05
2025-05-13,LATAM,LA6167,18:35:00,16:00-20:00,186,160,26,360,2025-05
2025-05-13,LATAM,LA6845,21:10:00,20:00-06:00,162,149,13,360,2025-05
2025-05-13,GOL,GO2893,07:25:00,06:00-10:00,174,164,10,360,2025-05
2025-05-13,GOL,GO2558,07:30:00,06:00-10:00,144,101,43,360,2025-05
2025-05-13,GOL,GO6295,06:00:00,06:00-10:00,186,138,48,360,2025-05
2025-05-13,GOL,GO5964,07:25:00,06:00-10:00,136,125,11,360,2025-05
2025-05-13,GOL,GO5710,11:50:00,10:00-12:00,174,130,44,360,2025-05
2025-05-13,GOL,GO6052,10:30:00,10:00-12:00,162,150,12,360,2025-05
2025-05-13,GOL,GO2240,15:35:00,12:00-16:00,162,135,27,360,2025-05
2025-05-13,GOL,GO1228,17:05:00,16:00-20:00,174,164,10,360,2025-05
2025-05-13,GOL,GO1969,17:30:00,16:00-20:00,174,154,20,360,2025-05
2025-05-13,Azul,AZ2947,06:35:00,06:00-10:00,162,120,42,360,2025-05
2025-05-13,Azul,AZ9171,15:45:00,12:00-16:00,162,116,46,360,2025-05
2025-05-13,Azul,AZ8991,12:35:00,12:00-16:00,162,110,52,360,2025-05
2025-05-13,Azul,AZ2621,15:20:00,12:00-16:00,162,107,55,360,2025-05
2025-05-13,Azul,AZ7515,17:50:00,16:00-20:00,186,150,36,360,2025-05
2025-05-13,Azul,AZ3236,16:40:00,16:00-20:00,162,149,13,360,2025-05
2025-05-14,LATAM,LA6101,08:35:00,06:00-10:00,186,152,34,360,2025-05
2025-05-14,LATAM,LA5950,10:15:00,10:00-12:00,174,127,47,360,2025-05
2025-05-14,LATAM,LA3311,11:20:00,10:00-12:00,162,153,9,360,2025-05
2025-05-14,LATAM,LA3106,19:30:00,16:00-20:00,144,101,43,360,2025-05
2025-05-14,LATAM,LA8904,16:10:00,16:00-20:00,144,104,40,360,2025-05
2025-05-14,LATAM,LA3433,18:45:00,16:00-20:00,136,119,17,360,2025-05
2025-05-14,LATAM,LA2954,19:45:00,16:00-20:00,144,95,49,360,2025-05
2025-05-14,LATAM,LA8602,21:10:00,20:00-06:00,162,131,31,360,2025-05
2025-05-14,LATAM,LA5267,23:15:00,20:00-06:00,174,133,41,360,2025-05
2025-05-14,LATAM,LA4355,23:20:00,20:00-06:00,174,162,12,360,2025-05
2025-05-14,GOL,GO6070,07:40:00,06:00-10:00,136,106,30,360,2025-05
2025-05-14,GOL,GO8834,08:40:00,06:00-10:00,186,168,18,360,2025-05
2025-05-14,GOL,GO7503,10:05:00,10:00-12:00,136,121,15,360,2025-05
2025-05-14,GOL,GO3355,13:10:00,12:00-16:00,162,142,20,360,2025-05
2025-05-14,GOL,GO2488,12:25:00,12:00-16:00,136,121,15,360,2025-05
2025-05-14,GOL,GO4473,14:30:00,12:00-16:00,144,129,15,360,2025-05
2025-05-14,GOL,GO9510,12:35:00,12:00-16:00,174,164,10,360,2025-05
2025-05-14,GOL,GO6834,16:50:00,16:00-20:00,174,151,23,360,2025-05
2025-05-14,GOL,GO5712,19:20:00,16:00-20:00,136,110,26,360,2025-05
2025-05-14,Azul,AZ4102,06:20:00,06:00-10:00,162,144,18,360,2025-05
2025-05-14,Azul,AZ6584,11:05:00,10:00-12:00,174,158,16,360,2025-05
2025-05-14,Azul,AZ6886,11:40:00,10:00-12:00,144,126,18,360,2025-05
2025-05-14,Azul,AZ9927,11:20:00,10:00-12:00,186,160,26,360,2025-05
2025-05-14,Azul,AZ7618,18:20:00,16:00-20:00,144,129,15,360,2025-05
2025-05-14,Azul,AZ4319,19:50:00,16:00-20:00,136,108,28,360,2025-05
2025-05-15,LATAM,LA6484,08:35:00,06:00-10:00,186,172,14,360,2025-05
2025-05-15,LATAM,LA3196,11:10:00,10:00-12:00,186,162,24,360,2025-05
2025-05-15,LATAM,LA7475,13:55:00,12:00-16:00,136,97,39,360,2025-05
2025-05-15,LATAM,LA7986,13:25:00,12:00-16:00,162,128,34,360,2025-05
2025-05-15,LATAM,LA3530,16:15:00,16:00-20:00,174,160,14,360,2025-05
2025-05-15,LATAM,LA2409,18:40:00,16:00-20:00,174,160,14,360,2025-05
2025-05-15,LATAM,LA7693,19:50:00,16:00-20:00,174,143,31,360,2025-05
2025-05-15,LATAM,LA3829,23:00:00,20:00-06:00,162,130,32,360,2025-05
2025-05-15,LATAM,LA7723,23:00:00,20:00-06:00,162,135,27,360,2025-05
2025-05-15,LATAM,LA7908,20:30:00,20:00-06:00,136,98,38,360,2025-05
2025-05-15,GOL,GO5337,09:45:00,06:00-10:00,162,108,54,360,2025-05
2025-05-15,GOL,GO5754,11:00:00,10:00-12:00,174,119,55,360,2025-05
2025-05-15,GOL,GO7120,11:00:00,10:00-12:00,162,145,17,360,2025-05
2025-05-15,GOL,GO4058,12:10:00,12:00-16:00,174,155,19,360,2025-05
2025-05-15,GOL,GO5239,15:05:00,12:00-16:00,186,157,29,360,2025-05
2025-05-15,GOL,GO1747,17:40:00,16:00-20:00,144,93,51,360,2025-05
2025-05-15,GOL,GO8698,16:10:00,16:00-20:00,186,166,20,360,2025-05
2025-05-15,GOL,GO6558,16:55:00,16:00-20:00,144,115,29,360,2025-05
2025-05-15,GOL,GO4217,22:40:00,20:00-06:00,144,103,41,360,2025-05
2025-05-15,Azul,AZ4083,07:05:00,06:00-10:00,162,130,32,360,2025-05
2025-05-15,Azul,AZ4235,07:00:00,06:00-10:00,174,153,21,360,2025-05
2025-05-15,Azul,AZ5778,13:40:00,12:00-16:00,144,119,25,360,2025-05
2025-05-15,Azul,AZ4731,12:55:00,12:00-16:00,144,129,15,360,2025-05
2025-05-15,Azul,AZ1653,17:25:00,16:00-20:00,162,137,25,360,2025-05
2025-05-15,Azul,AZ5666,16:10:00,16:00-20:00,174,149,25,360,2025-05
2025-05-16,LATAM,LA9542,07:25:00,06:00-10:00,186,139,47,360,2025-05
2025-05-16,LATAM,LA9610,09:30:00,06:00-10:00,136,123,13,360,2025-05
2025-05-16,LATAM,LA5261,07:00:00,06:00-10:00,162,152,10,360,2025-05
2025-05-16,LATAM,LA8421,08:55:00,06:00-10:00,162,105,57,360,2025-05
2025-05-16,LATAM,LA4220,10:50:00,10:00-12:00,144,129,15,360,2025-05
2025-05-16,LATAM,LA8014,15:05:00,12:00-16:00,136,92,44,360,2025-05
2025-05-16,LATAM,LA9443,15:05:00,12:00-16:00,174,152,22,360,2025-05
2025-05-16,LATAM,LA8060,19:05:00,16:00-20:00,186,173,13,360,2025-05
2025-05-16,LATAM,LA7128,03:10:00,20:00-06:00,186,159,27,360,2025-05
2025-05-16,LATAM,LA1480,23:40:00,20:00-06:00,144,95,49,360,2025-05
2025-05-16,GOL,GO3022,09:05:00,06:00-10:00,174,122,52,360,2025-05
2025-05-16,GOL,GO8578,06:00:00,06:00-10:00,186,142,44,360,2025-05
2025-05-16,GOL,GO7144,09:05:00,06:00-10:00,174,129,45,360,2025-05
2025-05-16,GOL,GO1760,10:20:00,10:00-12:00,186,149,37,360,2025-05
2025-05-16,GOL,GO7611,13:30:00,12:00-16:00,136,120,16,360,2025-05
2025-05-16,GOL,GO2208,13:05:00,12:00-16:00,144,97,47,360,2025-05
2025-05-16,GOL,GO5961,14:15:00,12:00-16:00,144,136,8,360,2025-05
2025-05-16,GOL,GO8572,18:15:00,16:00-20:00,136,99,37,360,2025-05
2025-05-16,GOL,GO8196,18:35:00,16:00-20:00,136,120,16,360,2025-05
2025-05-16,Azul,AZ6551,14:25:00,12:00-16:00,186,130,56,360,2025-05
2025-05-16,Azul,AZ4850,15:55:00,12:00-16:00,136,126,10,360,2025-05
2025-05-16,Azul,AZ7418,17:20:00,16:00-20:00,174,125,49,360,2025-05
2025-05-16,Azul,AZ7408,18:10:00,16:00-20:00,144,109,35,360,2025-05
2025-05-16,Azul,AZ7125,17:10:00,16:00-20:00,144,98,46,360,2025-05
2025-05-16,Azul,AZ8023,23:45:00,20:00-06:00,144,111,33,360,2025-05
2025-05-17,LATAM,LA6651,06:00:00,06:00-10:00,162,144,18,360,2025-05
2025-05-17,LATAM,LA7281,06:35:00,06:00-10:00,162,113,49,360,2025-05
2025-05-17,LATAM,LA3051,10:30:00,10:00-12:00,162,123,39,360,2025-05
2025-05-17,LATAM,LA8523,11:00:00,10:00-12:00,174,144,30,360,2025-05
2025-05-17,LATAM,LA7057,10:25:00,10:00-12:00,162,139,23,360,2025-05
2025-05-17,LATAM,LA9611,14:20:00,12:00-16:00,186,128,58,360,2025-05
2025-05-17,LATAM,LA5455,14:10:00,12:00-16:00,144,123,21,360,2025-05
2025-05-17,LATAM,LA9047,14:45:00,12:00-16:00,162,136,26,360,2025-05
2025-05-17,LATAM,LA3064,16:50:00,16:00-20:00,186,163,23,360,2025-05
2025-05-17,LATAM,LA5313,19:55:00,16:00-20:00,162,153,9,360,2025-05
2025-05-17,GOL,GO2052,06:40:00,06:00-10:00,136,93,43,360,2025-05
2025-05-17,GOL,GO8757,08:05:00,06:00-10:00,136,93,43,360,2025-05
2025-05-17,GOL,GO3437,07:10:00,06:00-10:00,136,121,15,360,2025-05
2025-05-17,GOL,GO4227,11:40:00,10:00-12:00,144,131,13,360,2025-05
2025-05-17,GOL,GO9824,11:00:00,10:00-12:00,162,152,10,360,2025-05
2025-05-17,GOL,GO2038,11:45:00,10:00-12:00,162,145,17,360,2025-05
2025-05-17,GOL,GO6915,15:50:00,12:00-16:00,186,134,52,360,2025-05
2025-05-17,GOL,GO3855,13:40:00,12:00-16:00,136,113,23,360,2025-05
2025-05-17,GOL,GO2346,15:55:00,12:00-16:00,144,95,49,360,2025-05
2025-05-17,Azul,AZ7160,09:45:00,06:00-10:00,174,152,22,360,2025-05
2025-05-17,Azul,AZ9450,09:20:00,06:00-10:00,162,121,41,360,2025-05
2025-05-17,Azul,AZ6591,11:40:00,10:00-12:00,174,115,59,360,2025-05
2025-05-17,Azul,AZ5019,10:35:00,10:00-12:00,144,109,35,360,2025-05
2025-05-17,Azul,AZ3619,13:50:00,12:00-16:00,174,113,61,360,2025-05
2025-05-17,Azul,AZ1689,22:00:00,20:00-06:00,136,104,32,360,2025-05
2025-05-18,LATAM,LA3042,08:55:00,06:00-10:00,186,155,31,360,2025-05
2025-05-18,LATAM,LA7253,06:45:00,06:00-10:00,144,105,39,360,2025-05
2025-05-18,LATAM,LA5921,10:35:00,10:00-12:00,144,118,26,360,2025-05
2025-05-18,LATAM,LA8353,10:10:00,10:00-12:00,162,134,28,360,2025-05
2025-05-18,LATAM,LA7423,15:35:00,12:00-16:00,186,127,59,360,2025-05
2025-05-18,LATAM,LA8362,13:25:00,12:00-16:00,144,96,48,360,2025-05
2025-05-18,LATAM,LA9818,19:55:00,16:00-20:00,186,133,53,360,2025-05
2025-05-18,LATAM,LA5873,18:35:00,16:00-20:00,174,149,25,360,2025-05
2025-05-18,LATAM,LA3027,17:50:00,16:00-20:00,162,142,20,360,2025-05
2025-05-18,LATAM,LA5324,00:45:00,20:00-06:00,186,173,13,360,2025-05
2025-05-18,GOL,GO8854,09:10:00,06:00-10:00,186,128,58,360,2025-05
2025-05-18,GOL,GO6941,06:10:00,06:00-10:00,162,153,9,360,2025-05
2025-05-18,GOL,GO6059,12:50:00,12:00-16:00,144,101,43,360,2025-05
2025-05-18,GOL,GO3212,19:10:00,16:00-20:00,162,121,41,360,2025-05
2025-05-18,GOL,GO6592,19:25:00,16:00-20:00,186,140,46,360,2025-05
2025-05-18,GOL,GO4942,17:10:00,16:00-20:00,144,125,19,360,2025-05
2025-05-18,GOL,GO5967,17:20:00,16:00-20:00,186,147,39,360,2025-05
2025-05-18,GOL,GO9416,00:10:00,20:00-06:00,162,140,22,360,2025-05
2025-05-18,GOL,GO3518,05:50:00,20:00-06:00,144,119,25,360,2025-05
2025-05-18,Azul,AZ4092,06:25:00,06:00-10:00,144,122,22,360,2025-05
2025-05-18,Azul,AZ2313,12:40:00,12:00-16:00,186,142,44,360,2025-05
2025-05-18,Azul,AZ4186,16:35:00,16:00-20:00,136,104,32,360,2025-05
2025-05-18,Azul,AZ5075,20:40:00,20:00-06:00,186,172,14,360,2025-05
2025-05-18,Azul,AZ1719,21:20:00,20:00-06:00,162,141,21,360,2025-05
2025-05-18,Azul,AZ3224,23:40:00,20:00-06:00,144,101,43,360,2025-05
2025-05-19,LATAM,LA7428,08:55:00,06:00-10:00,136,123,13,360,2025-05
2025-05-19,LATAM,LA8853,09:15:00,06:00-10:00,174,138,36,360,2025-05
2025-05-19,LATAM,LA4603,08:05:00,06:00-10:00,174,117,57,360,2025-05
2025-05-19,LATAM,LA3869,06:55:00,06:00-10:00,136,90,46,360,2025-05
2025-05-19,LATAM,LA2688,11:00:00,10:00-12:00,186,168,18,360,2025-05
2025-05-19,LATAM,LA2537,13:15:00,12:00-16:00,162,115,47,360,2025-05
2025-05-19,LATAM,LA6630,13:25:00,12:00-16:00,186,138,48,360,2025-05
2025-05-19,LATAM,LA1578,15:05:00,12:00-16:00,162,108,54,360,2025-05
2025-05-19,LATAM,LA3114,17:00:00,16:00-20:00,174,130,44,360,2025-05
2025-05-19,LATAM,LA5740,23:45:00,20:00-06:00,136,94,42,360,2025-05
2025-05-19,GOL,GO7830,08:50:00,06:00-10:00,136,99,37,360,2025-05
2025-05-19,GOL,GO9691,08:40:00,06:00-10:00,186,138,48,360,2025-05
2025-05-19,GOL,GO9765,10:10:00,10:00-12:00,162,111,51,360,2025-05
2025-05-19,GOL,GO2957,11:15:00,10:00-12:00,144,122,22,360,2025-05
2025-05-19,GOL,GO8634,15:35:00,12:00-16:00,174,152,22,360,2025-05
2025-05-19,GOL,GO6630,12:55:00,12:00-16:00,186,155,31,360,2025-05
2025-05-19,GOL,GO2021,16:00:00,16:00-20:00,186,135,51,360,2025-05
2025-05-19,GOL,GO8724,16:15:00,16:00-20:00,162,136,26,360,2025-05
2025-05-19,GOL,GO4364,22:55:00,20:00-06:00,136,98,38,360,2025-05
2025-05-19,Azul,AZ5088,10:20:00,10:00-12:00,136,101,35,360,2025-05
2025-05-19,Azul,AZ9927,12:15:00,12:00-16:00,174,159,15,360,2025-05
2025-05-19,Azul,AZ6114,13:10:00,12:00-16:00,144,123,21,360,2025-05
2025-05-19,Azul,AZ9727,12:35:00,12:00-16:00,174,144,30,360,2025-05
2025-05-19,Azul,AZ7656,19:15:00,16:00-20:00,144,131,13,360,2025-05
2025-05-19,Azul,AZ1574,22:25:00,20:00-06:00,136,110,26,360,2025-05
2025-05-20,LATAM,LA2204,09:00:00,06:00-10:00,174,153,21,360,2025-05
2025-05-20,LATAM,LA4443,15:25:00,12:00-16:00,186,156,30,360,2025-05
2025-05-20,LATAM,LA2264,15:20:00,12:00-16:00,174,129,45,360,2025-05
2025-05-20,LATAM,LA1200,17:20:00,16:00-20:00,162,116,46,360,2025-05
2025-05-20,LATAM,LA9489,16:50:00,16:00-20:00,174,135,39,360,2025-05
2025-05-20,LATAM,LA7149,18:10:00,16:00-20:00,144,122,22,360,2025-05
2025-05-20,LATAM,LA5059,19:05:00,16:00-20:00,162,117,45,360,2025-05
2025-05-20,LATAM,LA9370,18:05:00,16:00-20:00,174,156,18,360,2025-05
2025-05-20,LATAM,LA4861,22:45:00,20:00-06:00,174,121,53,360,2025-05
2025-05-20,LATAM,LA2620,20:25:00,20:00-06:00,174,143,31,360,2025-05
2025-05-20,GOL,GO4968,07:45:00,06:00-10:00,174,113,61,360,2025-05
2025-05-20,GOL,GO7980,10:25:00,10:00-12:00,162,126,36,360,2025-05
2025-05-20,GOL,GO9688,15:00:00,12:00-16:00,144,123,21,360,2025-05
2025-05-20,GOL,GO6170,13:55:00,12:00-16:00,162,110,52,360,2025-05
2025-05-20,GOL,GO6754,18:25:00,16:00-20:00,186,126,60,360,2025-05
2025-05-20,GOL,GO7706,19:30:00,16:00-20:00,162,122,40,360,2025-05
2025-05-20,GOL,GO2449,19:40:00,16:00-20:00,162,138,24,360,2025-05
2025-05-20,GOL,GO6139,18:40:00,16:00-20:00,144,124,20,360,2025-05
2025-05-20,GOL,GO7190,01:35:00,20:00-06:00,186,134,52,360,2025-05
2025-05-20,Azul,AZ2474,09:45:00,06:00-10:00,174,157,17,360,2025-05
2025-05-20,Azul,AZ4989,11:45:00,10:00-12:00,136,105,31,360,2025-05
2025-05-20,Azul,AZ4267,15:55:00,12:00-16:00,174,159,15,360,2025-05
2025-05-20,Azul,AZ6304,14:50:00,12:00-16:00,162,130,32,360,2025-05
2025-05-20,Azul,AZ6737,18:55:00,16:00-20:00,162,131,31,360,2025-05
2025-05-20,Azul,AZ6957,00:00:00,20:00-06:00,144,117,27,360,2025-05
2025-05-21,LATAM,LA4239,06:00:00,06:00-10:00,144,129,15,360,2025-05
2025-05-21,LATAM,LA4964,06:40:00,06:00-10:00,136,128,8,360,2025-05
2025-05-21,LATAM,LA1249,07:00:00,06:00-10:00,186,143,43,360,2025-05
2025-05-21,LATAM,LA1545,11:55:00,10:00-12:00,144,93,51,360,2025-05
2025-05-21,LATAM,LA1895,10:45:00,10:00-12:00,186,128,58,360,2025-05
2025-05-21,LATAM,LA1198,11:45:00,10:00-12:00,144,104,40,360,2025-05
2025-05-21,LATAM,LA3869,10:55:00,10:00-12:00,174,123,51,360,2025-05
2025-05-21,LATAM,LA3004,11:20:00,10:00-12:00,174,124,50,360,2025-05
2025-05-21,LATAM,LA2125,15:55:00,12:00-16:00,174,159,15,360,2025-05
2025-05-21,LATAM,LA9776,16:40:00,16:00-20:00,136,128,8,360,2025-05
2025-05-21,GOL,GO9287,08:30:00,06:00-10:00,144,130,14,360,2025-05
2025-05-21,GOL,GO1082,07:45:00,06:00-10:00,162,119,43,360,2025-05
2025-05-21,GOL,GO8453,15:00:00,12:00-16:00,136,112,24,360,2025-05
2025-05-21,GOL,GO4581,14:30:00,12:00-16:00,186,169,17,360,2025-05
2025-05-21,GOL,GO2185,18:50:00,16:00-20:00,174,121,53,360,2025-05
2025-05-21,GOL,GO2008,17:25:00,16:00-20:00,136,107,29,360,2025-05
2025-05-21,GOL,GO8732,16:50:00,16:00-20:00,174,157,17,360,2025-05
2025-05-21,GOL,GO6165,23:45:00,20:00-06:00,144,122,22,360,2025-05
2025-05-21,GOL,GO9278,23:25:00,20:00-06:00,162,117,45,360,2025-05
2025-05-21,Azul,AZ1193,06:40:00,06:00-10:00,136,115,21,360,2025-05
2025-05-21,Azul,AZ4053,13:55:00,12:00-16:00,144,106,38,360,2025-05
2025-05-21,Azul,AZ4016,13:45:00,12:00-16:00,174,117,57,360,2025-05
2025-05-21,Azul,AZ8586,12:35:00,12:00-16:00,136,96,40,360,2025-05
2025-05-21,Azul,AZ4614,17:00:00,16:00-20:00,174,146,28,360,2025-05
2025-05-21,Azul,AZ4734,19:40:00,16:00-20:00,136,127,9,360,2025-05
2025-05-22,LATAM,LA8429,07:10:00,06:00-10:00,136,94,42,360,2025-05
2025-05-22,LATAM,LA8294,06:10:00,06:00-10:00,174,146,28,360,2025-05
2025-05-22,LATAM,LA2619,06:45:00,06:00-10:00,162,125,37,360,2025-05
2025-05-22,LATAM,LA6294,06:55:00,06:00-10:00,144,102,42,360,2025-05
2025-05-22,LATAM,LA3270,11:10:00,10:00-12:00,162,111,51,360,2025-05
2025-05-22,LATAM,LA8505,13:05:00,12:00-16:00,136,100,36,360,2025-05
2025-05-22,LATAM,LA6132,13:25:00,12:00-16:00,174,128,46,360,2025-05
2025-05-22,LATAM,LA2546,15:10:00,12:00-16:00,136,116,20,360,2025-05
2025-05-22,LATAM,LA1782,17:00:00,16:00-20:00,174,129,45,360,2025-05
2025-05-22,LATAM,LA6911,19:40:00,16:00-20:00,186,143,43,360,2025-05
